site,description,latlong,sharelink,Locality,Segment.ASSET_ID,Segment.ROAD_NAME,Segment.SUBURB
Site 610,ROUND MOUNTAIN ROAD at No 407,"-28.359897, 153.547805",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 610,Round Mountain,USR.1321.20.A,Towners Road,Round Mountain
Site 740,CHURCH LANE at No 23,"-28.325921,153.396611",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 740,Murwillumbah,RD.267.30.A,Church Lane,Murwillumbah
Site 710,M.R.541 TERRANORA ROAD at No 64,"-28.227032,153.54366",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 710,Banora Point,RD.1277.20.A.1,Terranora Road,Banora Point
Site 660,MOOBALL STREET west of QUEENSLAND ROAD,"-28.323446,153.394",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 660,Murwillumbah,RD.840.40.A,Mooball Street,Murwillumbah
Site 720,M.R.399 NUMINBAH ROAD at No 257,"-28.32248,153.368148",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 720,Kynnumboon,RD.889.60.A.1,Numinbah Road,Kynnumboon
Site 700,RECREATION STREET at No 38,"-28.178706,153.538342",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 700,Tweed Heads,RD.1097.10.A,Recreation Street,Tweed Heads
Site 730,ROSEWOOD AVENUE at No 14,"-28.330249,153.566638",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 730,Bogangar,RD.1140.30.A,Rosewood Avenue,Bogangar
Site 630,M.R.541 TERRANORA ROAD at No 663,"-28.240874, 153.497657",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 630,North Tumbulgum,RD.1277.130.A,Terranora Road,Terranora
Site 640,TUMBULGUM ROAD north of RACECOURSE ROAD,"-28.324124, 153.408876",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 640,Tygalgah,RD.1334.45.A,Tumbulgum Road,Tygalgah
Site 650,NULLUM STREET at No 21-27 SCHOOL CROSSING,"-28.328368, 153.393284",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 650,Murwillumbah,RD.888.20.A,Nullum Street,Murwillumbah
Site 670,EUNGA STREET at No 3,"-28.19721, 153.545435",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 670,Tweed Heads,RD.467.10.A,Eunga Street,Tweed Heads South
Site 690,M.R.679 Tweed Valley Way north of HOWARDS ROAD,"-28.41844, 153.455715",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 690,Burringbar,RD.2194.9080.A,Tweed Valley Way,Burringbar
Site 760,M.R.679 Tweed Valy Way at No 8752,"-28.272675, 153.469755",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 760,Tumbulgum,RD.2194.9335.A,Tweed Valley Way,Tumbulgum
Site 563-TN,M.R.399 NUMINBAH ROAD at No 2038-1996,"-28.273430,153.251941",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 563-TN,Numinbah,RD.889.310.A,Numinbah Road,Numinbah
Site 430-TN,"S.H.10 Pacific Mwy, Cudgen - north of Cudgen Road","-28.267420,153.525009",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 430-TN,Chinderah,RD.2194.9490.A,Tweed Valley Way,Chinderah
Site 305-TN,"M.R.450 Tweed Coast Rd, Cudgen - south of Cudgen Rd","-28.271160,153.560804",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 305-TN,Kings Forest,RD.2184.325.A,Tweed Coast Road,Cudgen
Site 64-TN,CASUARINA WAY north of Elliston St,"-28.271390,153.577050",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 64-TN,Salt,RD.233.110.A,Casuarina Way,Kingscliff
Site 299-TN,M.R.450 COAST ROAD at Pottsville Bowls,"-28.385350,153.566390",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 299-TN,Pottsville,RD.2184.130.A,Tweed Coast Road,Pottsville
Site 295-TN,S.H.10 Pacific Mwy north of Cudgera Creek Rd Cudgera Creek,"-28.384700,153.523500",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 295-TN,Cudgera Creek,RD.1102.10.A,Reserve Creek Road,Cudgera Creek
Site 757-TN,M.R.142 KYOGLE ROAD north of Smiths Creek Rd Uki,"-28.410800,153.338970",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 757-TN,Uki,RD.711.305.A,Kyogle Road,Uki
Site 341-TN,"M.R.679 Tweed Valley Way north of Minnows Rd, Fernvale","-28.377350,153.418120",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 341-TN,Dunbible,RD.2194.9150.A,Tweed Valley Way,Fernvale
Site 329-TN,"M.R.679 Tweed Valley Way north of Wooyung Rd, Mooball","-28.446540,153.500500",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 329-TN,Mooball,RD.2194.9020.A,Tweed Valley Way,Mooball
Site 536-TN,"M.R.450 Tweed Coast Road north of Wooyung Rd, Wooyung","-28.450140,153.554210",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 536-TN,Wooyung,RD.2184.30.A,Tweed Coast Road,Wooyung
Site 283-TN,"M.R.143 Tomewin Road south of border, Tomewin","-28.260610,153.370140",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 283-TN,Tomewin,RD.1314.160.A,Tomewin Road,Tomewin
Site 598B-TN,M.R.679 Tweed Valley Way south of Clothiers Creek Road Condong,"-28.313247,153.436113",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 598B-TN,Condong,RD.2194.9290.A,Tweed Valley Way,Condong
Site 428-TN,Gold Coast Hwy north of Boyd St Bilinga,"-28.149554,153.500225",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 428-TN,Tugun,RD.931.20.A.1,Ourimbah Road,Tweed Heads
Site 340-TN,Minjungbal Dr at Terranora Creek Tweed Heads South,"-28.185687,153.538605",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 340-TN,Tweed Heads,RD.827.120.C,Minjungbal Drive,Tweed Heads South
Site 218-TN,"Kennedy Dr, Tweed Heads - east of M1","-28.186091,153.525894",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 218-TN,Tweed Heads,RD.675.60.C,Kennedy Drive,Tweed Heads
Site 541-TN,"Kennedy Drive, Tweed Heads - east of Terranora Inlet Drive (at Boat Ramp)","-28.18645,153.53157",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 541-TN,Tweed Heads,RD.675.20.A,Kennedy Drive,Tweed Heads
Site 736A-TN,"Terranora Rd, Bungalora","-28.254572,153.474461",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 736A-TN,Bungalora,RD.1277.220.A,Terranora Road,Bungalora
Site 606-TN,"Tweed Valley Way, north of Cudgen Rd, Chinderah","-28.26647,153.51124",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 606-TN,Stotts Creek,RD.2194.9420.A,Tweed Valley Way,Chinderah
Site 59-TN,Cane Road at Cane Road Bridge,"-28.31392,153.42996",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 59-TN,Tygalgah,RD.211.20.A,Cane Road,Tygalgah
Site 279-TN,Wollumbin Street at Wollumbin Street Bridge,"-28.32876,153.40115",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 279-TN,South Murwillumbah,RD.15.10.A,Alma Street,South Murwillumbah
Site 537-TN,"Tweed Valley Way, south of Smith Street","-28.33864,153.40095",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 537-TN,South Murwillumbah,RD.2194.9205.A,Tweed Valley Way,South Murwillumbah
Site 275-TN,"Kyogle Road, north of Tree Street","-28.33528,153.3811",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 275-TN,Murwillumbah,RD.711.490.A,Kyogle Road,Murwillumbah
Site 704-EX,Gollan Drive just west of Piggabeen Road,"-28.191194,153.507889",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 704-EX,Tweed Heads West,RD.547.30.A,Gollan Drive,Tweed Heads West
Site 222-EX,Kennedy Drive just east of Cobaki Inlet Bridge,"-28.189250,153.509722",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 222-EX,Tweed Heads West,RD.675.110.A,Kennedy Drive,Tweed Heads West
Site 49-TN,Byangum Road south of Tree Street,"-28.333570,153.371500",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 49-TN,Murwillumbah,RD.883.10.A,North Arm Road,Murwillumbah
Site 621-TN,Dry Dock Road at M1,"-28.192860,153.528540",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 621-TN,Tweed Heads South,RD.418.50.A.2,Dry Dock Road,Tweed Heads South
Site 562-TN,Kirkwood Road east of M1,"-28.196730,153.531900",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 562-TN,Tweed Heads South,RD.701.35.A,Kirkwood Road,Tweed Heads South
Site 179-TN,Greenway Drive at M1,"-28.20301,153.53601",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 179-TN,Tweed Heads South,RD.558.10.A,Greenway Drive,Tweed Heads South
Site 544-TN,Minjungbal Drive south of Shallow Bay Drive,"-28.206320,153.544790",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 544-TN,Tweed Heads South,RD.827.135.C,Minjungbal Drive,Tweed Heads South
Site 118-TN,Darlington Drive west of Sexton Hill Drive,"-28.21184,153.54354",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 118-TN,Banora Point,RD.388.15.C,Darlington Drive,Banora Point
Site 233-TN,Laura Street at M1,"-28.21547,153.54715",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 233-TN,Banora Point,RD.730.10.A.1,Laura Street,Banora Point
Site 315-TN,M.R.541 Terranora Road west of Sexton Hill Drive,"-28.22178,153.54632",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 315-TN,Banora Point,RD.1277.15.A,Terranora Road,Banora Point
Site 164-TN,Fingal Road east of M1,"-28.22418,153.55781",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 164-TN,Fingal Head,RD.493.10.A.1,Fingal Road,Fingal Head
Site 789-TN,M.R.450 Coast Road north of Moreton Street,"-28.24632,153.554",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 789-TN,Chinderah,RD.2184.380.A.1,Tweed Coast Road,Chinderah
Site 108-TN,Cudgen Road at M1,"-28.28024,153.52119",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 108-TN,Stotts Creek,RD.365.140.A,Cudgen Road,Stotts Creek
Site 778-TN,M.R.679 Tweed Valley Way north of Bartlets Road,"-28.293534,153.459911",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 778-TN,Tumbulgum,RD.2194.9315.A,Tweed Valley Way,Tumbulgum
Site 155-TN,Eviron Road at M1,"-28.30962,153.51568",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 155-TN,Duranbah,RD.474.20.A,Eviron Road,Duranbah
Site 88-TN,Clothiers Creek Road east of M1,"-28.33194,153.52305",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 88-TN,Tanglewood,RD.279.50.A,Clothiers Creek Road,Tanglewood
Site 421B-TN,Round Mountain Road at M1,"-28.34887,153.52486",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 421B-TN,Round Mountain,RD.1145.80.A,Round Mountain Road,Round Mountain
Site 659-TN,Pottsville Road at M1,"-28.42826,153.51968",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 659-TN,Sleepy Hollow,RD.1058.85.A,Pottsville Road,Sleepy Hollow
Site 515-TN,Wooyung Road at M1,"-28.46217,153.50617",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 515-TN,Wooyung,RD.1443.10.A,Wooyung Road,Crabbes Creek
Site 642-TN,M.R.399 Numinbah Road 3.6 km west of Harrys Road,"-28.30856,153.30494",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 642-TN,Crystal Creek,RD.889.190.A,Numinbah Road,Crystal Creek
Site 756-TN,Tyalgum Road west of Sharps Road,"-28.35029,153.33645",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 756-TN,Eungella,RD.1357.80.A,Tyalgum Road,Eungella
Site 755-TN,M.R.541 Terranora Road east of McAuleys Road,"-28.241627,153.511601",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 755-TN,Terranora,RD.1277.100.A,Terranora Road,Terranora
Site 10-TN,Kingscliff Street North of Beach Street,"-28.24943,153.56984",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 10-TN,KIngscliff,RD.694.40.A,Kingscliff Street,Kingscliff
Site 101-TN,Tweed Valley Way at Byron Shire Border,"-28.46737,153.50555",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 101-TN,Crabbes Creek,RD.2194.9000.A,Tweed Valley Way,Crabbes Creek
Site 680-TN,M.R.450 Coast Road south of Cudgen Jetty Trail,"-28.3217,153.56822",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 680-TN,Bogangar,RD.2184.255.A,Tweed Coast Road,Cabarita Beach
Site 515-M-TN,Pacific Motorway Wooyung at Border,"-28.465270,153.506399",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 515-M-TN,Wooyung,RD.2194.9000.A,Tweed Valley Way,Crabbes Creek
Site 385-EX,Piggabeen Road north of Gollan Drive,"-28.190417,153.507639",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 385-EX,Tweed Heads West,RD.1032.15.A,Piggabeen Road,Tweed Heads West
Site 790,Letitia Road at the end of the bitumen seal,"-28.188886,153.557944",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 790,Fingal Head,USR.735.30.A,Letitia Road,Fingal Head
Site 791,Wade Street at No 14,"-28.330327, 153.385092",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 791,Murwillumbah,RD.1385.20.A,Wade Street,Murwillumbah
Site 792,William Street Tweed Heads South at No 1 (50Kph),"-28.190948 ,153.540332",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 792,Tweed Heads South,RD.1427.10.A,William Street,Tweed Heads South
Site 793,Ocean Avenue Tweed Heads South at No 3. (50 Kph),"-28.204232 ,153.517690",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 793,Tweed Heads South,RD.904.10.A,Ocean Avenue,Tweed Heads South
Site 794,Razorback Road at No 2,"-28.177266,153.535050",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 794,Tweed Heads,RD.1093.10.A,Razorback Road,Tweed Heads
Site 206A,Hunter Street at No 1,"-28.438739, 153.476622",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 206A,Burringbar,RD.622.10.A,Hunter Street,Burringbar
Site 795,Bonnydoon Road at No 22 Uki,"-28.397858,153.340827",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 795,Uki,RD.133.10.A,Bonnydoon Road,Uki
Site 796,Castle Field Drive at No 1,"-28.335130, 153.362230",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 796,Murwillumbah,RD.230.10.A,Castle Field Drive,Murwillumbah
Site 797,Yugari Drive off Tweed Coast Road,"-28.361446, 153.576311",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 797,Hastings Point,RD.2174.10.A,Yugari Drive,Hastings Point
Site 798,Cudgen Road east of John Robb Way,"-28.265116, 153.561034",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 798,,RD.365.50.A,Cudgen Road,Cudgen
Site 799,Bakers Road at No 114 (50Kph),"-28.351646, 153.388197",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 799,,RD.57.10.A,Bakers Road,Dunbible
Site 43C,Broadway at No 23 (50Kph),"-28.434360, 153.470945",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 43C,,RD.173.10.A,Broadway,Burringbar
Site 800,Byangum Road at No 107 (50Kph),"-28.330912, 153.384125",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 800,,RD.196.90.A.1,Byangum Road,Murwillumbah
Site 801,Byangum Road at No 79 (50Kph),"-28.330072, 153.386363",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 801,,RD.196.60.A,Byangum Road,Murwillumbah
Site 802,Florence Street at No 37 (50Kph),"-28.176138, 153.545327",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 802,,RD.506.10.A,Florence Street,Tweed Heads
Site 803,Fraser Dr - 100m Nth of Vintage Lakes Drive (60Kph),"-28.209012, 153.523439",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 803,,RD.518.80.A.1,Fraser Drive,Tweed Heads South
Site 804,Lundberg Drive at No 2 (50Kph),"-28.336494, 153.420061",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 804,,RD.756.50.A,Lundberg Drive,South Murwillumbah
Site 541A,Kennedy Drive west of Norman Street,"-28.186779,153.530555",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 541A,Tweed Heads,RD.675.30.A,Kennedy Drive,Tweed Heads
Site 805,Altona Road off Crescent Street,"-28.258581,153.557030",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 805,Cudgen,RD.359.30.A.1,Crescent Street,Cudgen
Site 806,Convent Gardens Way at No 57,"-28.216701607350846, 153.52415782698358",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 806,Banora Point,RD.351.30.A,Covent Gardens Way,Banora Point
Site 807,"Queensland Rd, South of Mooball St","-28.323419, 153.394443",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 807,,RD.1076.25.A,Queensland Road,Murwillumbah
Site 808,Clothiers Creek Road east of Tweed Valley Way (80Kph),"-28.311875, 153.436920",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 808,Condong,RD.279.240.A,Clothiers Creek Road,Condong
Site 809,Clothiers Creek Road west of Tweed Valley Way (60Kph),"-28.311657, 153.435419",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 809,Condong,RD.279.250.A.1,Clothiers Creek Road,Condong
Site 810,Banora Hills Drive at No 14 (50Kph),"-28.226251, 153.540770",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 810,Banora Point,RD.76.30.A,Banora Hills Drive,Banora Point
Site 811,Banora Hills Drive at No 1 (50Kph),"-28.225695, 153.542723",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 811,Banora Point,RD.76.20.A,Banora Hills Drive,Banora Point
Site 812,Bilambil Road east of Beltana Drive (80Kph),"-28.235421, 153.484212",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 812,Bilambil,RD.110.30.A,Bilambil Road,Terranora
Site 813,Port Drive at No 10 (50Kph),"-28.211523, 153.517737",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 813,Tweed Heads South,RD.1055.10.A,Port Drive,Tweed Heads South
Site 814,Casuarina Way North of Pavilion Way (50Kph),"-28.299801, 153.571509",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 814,Casuarina,RD.233.52.A,Casuarina Way,Casuarina
Site 815,Clothiers Creek Road west of Yandala Place (80Kph),"-28.330476, 153.489964",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 815,Clothiers Creek,RD.279.90.A,Clothiers Creek Road,Clothiers Creek
Site 816,Lundberg Dr at No 92 rear driveway (50Kph),"-28.335020, 153.421016",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 816,,RD.756.50.A,Lundberg Drive,South Murwillumbah
Site 817,Mooball Street West of Rous St (50Kph),"-28.323028, 153.394629",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 817,Murwillumbah,RD.840.30.A,Mooball Street,Murwillumbah
Site 821,31 Manns Road,"-28.45597,153.351196",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 821,Rowlands Creek,,,
Site 822,Plantation Road at No 31,"-28.275748,153.560519",https://tweednswgovau.sharepoint.com/sites/Traffic/Traffic Monitoring Reports/Site 822,Cudgen,,,
